date,startup_name,industry_vertical,subvertical,city_location,investors_name,investmentntype,amount_in_usd,year,month
2016-10-03,Icertis,Technology,Contract Management Software Solutions platform,Pune/Seattle,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",Private Equity,15000000.0,2016.0,10.0
2016-10-03,Supplified,ECommerce,Construction material eTailer,New Delhi,Mohit Goel,Seed Funding,1000000.0,2016.0,10.0
2016-11-03,JollyFoodFellow,Technology,Food Related Marketing & Branding platform,Ahmedabad,Janak Parikh,Seed Funding,,2016.0,11.0
2016-01-02,Blue Tokai Coffee,ECommerce,Specialty Coffee Etailer,New Delhi,Snow Leopard Technology Ventures,Seed Funding,,2016.0,1.0
2016-02-02,Altizone,Technology,IoT & M2M Solutions,Pune,"Wipro Ventures,\\xc2\\xa0 Lumis Partners",Private Equity,4000000.0,2016.0,2.0
2016-02-02,Oust App,Consumer Internet,Competitive Exam Preparation Platform,Bangalore,"T V Mohandas Pai,\\xc2\\xa0 Aarin Capital",Seed Funding,,2016.0,2.0
2016-02-02,Strike,Consumer Internet,Mobile Email productivity tool,Bangalore,Multiple investors through Ten Minute Million competition,Seed Funding,22500.0,2016.0,2.0
2016-02-02,MaaxMarket,Consumer Internet,Marketing Automation platform,Unknown,Multiple investors through Ten Minute Million competition,Seed Funding,22500.0,2016.0,2.0
2016-02-02,Gamooz,Technology,Augmented Reality Solutions,Gurgaon,Multiple investors through Ten Minute Million competition,Seed Funding,22500.0,2016.0,2.0
2016-02-02,SoundSurround,Technology,Audio Technology Solutions,Mumbai,Multiple investors through Ten Minute Million competition,Seed Funding,22500.0,2016.0,2.0
2016-03-02,Mazkara,Consumer Internet,Beauty & Wellness Platform,Pune / Dubai,Dunamis Ventures Pte Ltd.,Seed Funding,1000000.0,2016.0,3.0
2016-03-02,RoadGods,ECommerce,Auto Spare Parts eTailer,New Delhi,Green House Ventures (GHV),Seed Funding,100000.0,2016.0,3.0
2016-03-02,Pindropmusic,Consumer Internet,Music Discovery Mobile App,Noida,Green House Ventures (GHV),Seed Funding,100000.0,2016.0,3.0
2016-03-02,Woodpie,Consumer Internet,Book Recommendation Service,Bangalore,Ingram Content Group,Seed Funding,30000.0,2016.0,3.0
2016-04-02,Perfumery,ECommerce,Fragrances & Perfume eTailer,New Delhi,Oranda Global & Others,Seed Funding,30000.0,2016.0,4.0
2016-05-02,Magic Crate,Education,Children Education Platform,Bangalore,"TV Mohandas Pai, Aarin Capital",Seed Funding,,2016.0,5.0
2016-05-02,ZenDrive,Technology,Safe Driving Data & Analytics platform,Bangalore / SFO,"Sherpa Capital, Nyca Partners and Thomvest Ventures",Private Equity,13500000.0,2016.0,5.0
2016-05-02,Smartcooky,ECommerce,Marketplace for Health Foods,New Delhi,"Vandana Luthra,",Private Equity,,2016.0,5.0
2016-05-02,Turtlemint,Consumer Internet,online personalized insurance platform,Mumbai,Nexus Venture Partners,Private Equity,,2016.0,5.0
2016-05-02,BHIVE,Real Estate,Workspace Rentals,Bangalore,"Raghunandan G, Venturesity, Arihant Patni",Seed Funding,,2016.0,5.0
2016-05-02,Gingercrush,Ecommerce,Personalized Products & Merchandize eTailer,Vadodara,"Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",Private Equity,1000000.0,2016.0,5.0
2016-05-02,American Vision,Consumer Internet,Optical Store Aggregator Platform,Pune,Undisclosed investors,Seed Funding,81000.0,2016.0,5.0
2016-05-02,DawaiLelo,Consumer Internet,Healthcare Services & Online Pharmacy Mobile App,Varanasi,Undisclosed investors,Seed Funding,52000.0,2016.0,5.0
2016-06-02,Heads Up For Tails,Ecommerce,Pet Products eTailer,New Delhi,Undisclosed investors,Seed Funding,1000000.0,2016.0,6.0
2016-06-02,LiveNutriFit,Healthcare,Weight loss & Healthcare Info portal,New Delhi,"Mohit Goel, Vinod Jain & Others",Seed Funding,,2016.0,6.0
2016-08-02,Moglix,Ecommerce,Industrial & Home Products Marketplace,New Delhi,Ratan Tata,Private Equity,,2016.0,8.0
2016-08-02,iStyleYou,Consumer Internet,Personal Fashion Stylist App,Gurgaon,Green House Ventures (GHV),Seed Funding,100000.0,2016.0,8.0
2016-08-02,AdUrCup,Consumer Internet,Ad Network,New Delhi,Green House Ventures (GHV),Seed Funding,100000.0,2016.0,8.0
2016-08-02,Weddingz,Consumer Internet,online marketplace for wedding venues and vendors,Mumbai,Sixth Sense Ventures,Private Equity,,2016.0,8.0
2016-08-02,Urban Dhobi,Consumer Internet,On Demand Laundry Services,Jaipur,"Vinod Bansal, Sanjeev Singhal",Seed Funding,,2016.0,8.0
2016-08-02,Gray Routes,Consumer Internet,Last mile logistics solutions,Mumbai,"Mahesh Parasuraman, Rahul Gautam & Others",Seed Funding,,2016.0,8.0
2016-08-02,Xpressbees,ECommerce,ECommerce Logistics solutions,Pune,"SAIF Partners, IDG Ventures India, Vertex Ventures, Valiant Capital",Private Equity,12500000.0,2016.0,8.0
2016-08-02,Invictus Oncology,Healthcare,Cancer therapeutic Info & Solutions,New Delhi,Ratan Tata,Private Equity,,2016.0,8.0
2016-08-02,Hansel.io,Technology,Mobile App Tech Solutions,Bangalore,"Endiya Partners, Mekin Maheshwari, Rajesh Sawhney",Seed Funding,,2016.0,8.0
2016-09-02,Inc42,Consumer Internet,Startup Focused Media News Portal,New Delhi,"India Ventures, Aarin Capital & Others",Seed Funding,,2016.0,9.0
2016-09-02,GOQii,Technology,Personalized fitness coaching & Fitness band,Mumbai,Edelweiss Financial Services,Private Equity,,2016.0,9.0
2016-10-02,Capzest,Consumer Internet,Digital Lending Platform,Mumbai,Lion Ventures,Seed Funding,200000.0,2016.0,10.0
2016-10-02,GlamStudios,Consumer Internet,Online Salon Aggregator,Noida,Aqeel Ahmed,Seed Funding,,2016.0,10.0
2016-10-02,Affimity,Consumer Internet,Social Networking platform,Bangalore,undisclosed investors,Seed Funding,1200000.0,2016.0,10.0
2016-10-02,Anandakanda,Technology,Medicine Intake Reminder System,Pune,undisclosed investors,Seed Funding,150000.0,2016.0,10.0
2016-10-02,JoulestoWatts,Technology,IT services & Talent collaboration services startup,Bangalore,Manipal Global Education Services,Seed Funding,,2016.0,10.0
2016-10-02,Shopkirana,Consumer Internet,Retailer Supply Chain platform,Indore,"Atul Jain, Anil Gelra, Jaikumar Nair",Seed Funding,,2016.0,10.0
2016-10-02,Stylofie,Consumer Internet,Online Beauty Parlour search & discovery Platform,Gurgaon,Jaideep Mehta,Seed Funding,,2016.0,10.0
2016-10-02,OyBob,eCommerce,Hyperlocal Products & Services marketplace,Gurgaon,Sachin Dalal,Seed Funding,,2016.0,10.0
2016-12-02,ActOnMagic,Technology,Cloud Analytics and Management Products,Bangalore,Jayabalan Subramanian,Seed Funding,125000.0,2016.0,12.0
2016-12-02,Bonhomia,Food & Beverage,premium Tea and Coffee,New Delhi,"Alok Rawat, Grey Orange Robotics",Seed Funding,1000000.0,2016.0,12.0
2016-12-02,iGrenEnergi,Technology,Solar Power Solutions,Mumbai,Sunil Mehta,Seed Funding,1000000.0,2016.0,12.0
2016-12-02,RKSV,Consumer Internet,Online Stock Trading Platform,Mumbai,Kalaari Capital,Private Equity,4000000.0,2016.0,12.0
2016-01-01,Smartcooky,ECommerce,Health Food / Personal Care Marketplace,New Delhi,"Rajan Anandan, Pramod Bhasin, Siddharth Pai, TV Mohandas Pai, Manvinder Singh Banga",Seed Funding,,2016.0,1.0
2016-01-01,Helpi,Consumer Internet,On Demand Cleaning Services Mobile App,Mumbai,Undisclosed Investors,Seed Funding,,2016.0,1.0
2016-04-01,DogSpot,ECommerce,Online Pet Store,Gurgaon,Ratan Tata,Seed Funding,,2016.0,4.0
2016-04-01,Career360,Education,College Education Portal,New Delhi,MeritTrac,Private Equity,,2016.0,4.0
2016-04-01,B9 Beverages,Food & Beverage,Craft Beer manufacturing company,New Delhi,"Sequoia Capital, Kunal Bahl, Rohit Bansal, Deepinder Goyal, Ashish Dhawan, Mayank Singhal",Private Equity,6000000.0,2016.0,4.0
2016-05-01,WIMWI Foods,Food & Beverage,Healthy food manufacturing & sales startup,Ahmedabad,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Funding,,2016.0,5.0
2016-05-01,MyChild App,Education,Child Disorder Information & Education,Bhopal,"Samir Bangara, Anisha Mittal, Amit Gupta, Pallav Nadhani, Lalit Mangal, Arihant Patni, Dr. Ritesh Malik, Deobrat Singh, Saurab Paruthi, Singapore Angel Network.",Seed Funding,100000.0,2016.0,5.0
2016-05-01,Instaproc,ECommerce,B2B Procurement Marketplace for Office Products,Noida,Dinesh Agarwal,Seed Funding,,2016.0,5.0
2016-05-01,360Ride,Consumer Internet,Ride Sharing platform,Bangalore,Undisclosed,Seed Funding,150000.0,2016.0,5.0
2016-05-01,Alef\\nMobitech,Consumer Internet,Cloud Mobility Solutions,Mumbai,Tata Capital Innovation Fund,Private Equity,5000000.0,2016.0,5.0
2016-06-01,Tracxn,BFSI,Startup Funding Deal Discovery & Execution platform,Bangalore,Ratan Tata,Seed Funding,,2016.0,6.0
2016-06-01,Qdesq,Real Estate,Branded Workspaces Aggregator,Gurgaon,"Dheeraj Jain, Jagdish Kumar, Bharat Gupta, Ankush Saigal, Praveen Saini",Seed Funding,,2016.0,6.0
2016-06-01,Sensara,Technology,"TV Search, Guide and Remote mobile app",Bangalore,"Lalitesh Katragadda,\\xc2\\xa0 Ganayantrika Systems",Seed Funding,750000.0,2016.0,6.0
2016-06-01,Zebpay,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahmedabad,"Arjun Handa, Amit Jindal, Nagendra Chaudhary",Private Equity,1000000.0,2016.0,6.0
2016-06-01,PlanMy\\nMedicalTrip,Healthcare,Medical Tourism platform,Pune,"Bhanu Vikram Parsotam, Rohan Desai and Paras Patel",Seed Funding,150000.0,2016.0,6.0
2016-06-01,MyCity4Kids,Education,Children Education & Information platform,Gurgaon,"SIDBI Venture Capital Limited, YourNest Angel Fund",Private Equity,3000000.0,2016.0,6.0
2016-06-01,Justdakhila.com,Education,School Student admissions platform,New Delhi,Ankur Gupta,Seed Funding,750000.0,2016.0,6.0
2016-07-01,PitStop,Consumer Internet,Automobile Service Booking App,Bangalore,Myntra/LivSpace Founders,Seed Funding,,2016.0,7.0
2016-07-01,Bikxie,Consumer Internet,Two Wheeler Taxi Service,Gurgaon,Undisclosed Investors,Seed Funding,,2016.0,7.0
2016-07-01,Infurnia,Consumer Internet,Online Furniture Customization platform,Bangalore,Idein Ventures,Seed Funding,160000.0,2016.0,7.0
2016-07-01,Myly,Education,Mobile Based Education platform,Jaipur,Newbie Promoter Pvt Ltd,Seed Funding,100000.0,2016.0,7.0
2016-07-01,MakeMyTrip,Consumer Internet,Online Travel/Hotel Booking platform,Gurgaon,Ctrip.com International Ltd,Private Equity,180000000.0,2016.0,7.0
2016-08-01,Melorra,ECommerce,Online/ Mobile Jewellery Retailer,Bangalore,Lightbox Ventures,Private Equity,5000000.0,2016.0,8.0
2016-08-01,ConfirmTKT,Consumer Internet,Train PNR Status Prediction Platform,Bangalore,"Krishna Jhujhunwala, Dr. Apoorv Ranjan Sharma, Anirudh Damani, Anand Ladsariya, Sanjay Mehta & Others",Seed Funding,250000.0,2016.0,8.0
2016-08-01,Gyaanzone,Education,Career Planning and Education Advisory Platform,Mumbai,GBIM Technologies Pvt Ltd,Seed Funding,45000.0,2016.0,8.0
2016-08-01,FlatFurnish,Consumer Internet,Online Furnishing Rental Platform,Gurgaon,Arun Chandra Mohan,Seed Funding,,2016.0,8.0
2016-09-01,Lumiere,ECommerce,Organic Food eTailer,Bangalore,Undisclosed investors,Private Equity,,2016.0,9.0
2016-11-01,Koovs,ECommerce,Online Fashion Apparel Retailer,Gurgaon,"Nahata Family, Waheed Alli",Private Equity,5400000.0,2016.0,11.0
2016-11-01,Wishup,Consumer Internet,Mobile app based Concierge Service,New Delhi,"500 Startups, Mato Peric, TracxnLabs",Seed Funding,,2016.0,11.0
2016-11-01,FreshMenu,Consumer Internet,Online / Mobile Food Ordering platform,Bangalore,"Zodius Capital, Lightspeed Venture Partners",Private Equity,16500000.0,2016.0,11.0
2016-11-01,SavvyMob,ECommerce,Last Minute Hotel Bookings mobile marketplace,Bangalore,"TV Mohandas Pai, LetsVenture",Seed Funding,1000000.0,2016.0,11.0
2016-11-01,Fashionablyin,Consumer Internet,Mobile based Geo-target Fashion Marketplace,Mumbai,Ranjan Mahtani,Seed Funding,,2016.0,11.0
2016-12-01,Shopclues,ECommerce,ECommerce Marketplace,Gurgaon,"GIC, Tiger Global Management, Nexus Venture Partners",Private Equity,100000000.0,2016.0,12.0
2016-12-01,Hike Messenger,Consumer Internet,P2P Messaging Service,New Delhi,"Matt Mullenweg, Adam D\\xe2\\x80\\x99Angelo, Aditya Agarwal,\\xc2\\xa0 Ruchi Sanghvi & Others",Private Equity,,2016.0,12.0
2016-12-01,iBus Networks,Technology,Next Generation in-building connectivity,Bangalore,"Vallabh Bhanshali, N Squared Management LLC, Jagdish & Sandeep Mehta Family Office",Private Equity,2300000.0,2016.0,12.0
2016-12-01,Happy2Refer,Consumer Internet,Mobile based Referral Platform,Mumbai,"Equity Crest, Vinners, Sparknext",Seed Funding,250000.0,2016.0,12.0
2015-01-12,CollegeDekho,Online Education Information platform,Not Specified,Jaipur,GirnarSoft,Seed Funding,1000000.0,2015.0,1.0
2015-01-12,Black White Orange Brands,Brand Licensing Startup,Not Specified,Mumbai,YouWeCan Ventures,Seed Funding,,2015.0,1.0
2015-01-12,Biteclub,Gourmet Food Discovery & Delivery platform,Not Specified,Gurgaon,growX ventures,Private Equity,,2015.0,1.0
2015-01-12,Patel Logistics,Transportation & Logistics Platform,Not Specified,Mumbai,Frontline Strategy,Private Equity,5600000.0,2015.0,1.0
2015-01-12,Wigzo,Enterprise Marketing Automation platform,Not Specified,New Delhi,"Aarin Capital Partners, TV Mohandas Pai",Seed Funding,500000.0,2015.0,1.0
2015-01-12,Zapluk,"Health, Wellness & Beauty Services App",Not Specified,Hyderabad,Undisclosed,Seed Funding,,2015.0,1.0
2015-01-12,Godof Hospitals,Digital Healthcare,Not Specified,New Delhi,Pankaj Gupta,Seed Funding,2000000.0,2015.0,1.0
2015-02-12,RoomsTonite,Last Minute Hotel Booking App,Not Specified,Bangalore,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,\\xc2\\xa0 Ralph Berezan, Vissal Mathew,\\xc2\\xa0 Balamurali Krishna",Seed Funding,1500000.0,2015.0,2.0
2015-02-12,Kaaryah,Womens Fashion Wear Portal,Not Specified,New Delhi,"The Saha Fund, TV Mohandas Pai",Private Equity,,2015.0,2.0
2015-03-12,Anakage,Product Learning platform,Not Specified,Bangalore,CIO Angel Network (CAN),Seed Funding,,2015.0,3.0
2015-03-12,EasyKhaana,Online Food ordering & Delivery platform,Not Specified,New Delhi,Undisclosed investors,Seed Funding,100000.0,2015.0,3.0
2015-03-12,Shuttl,App based Bus Pooling Services,Not Specified,Gurgaon,"Sequoia Capital, Times Internet Ltd & One more Fund",Private Equity,20000000.0,2015.0,3.0
2015-03-12,Eckovation,Social Learning Platform,Not Specified,New Delhi,Chandigarh Angel Network (CAN),Seed Funding,,2015.0,3.0
2015-03-12,Fitcircle,Social Fitness platform,Not Specified,Mumbai,Beerud Sheth and Ravi Mantha,Seed Funding,,2015.0,3.0
2015-04-12,Applop,On Demand Mobile app developer,Not Specified,Kolkata,GHV Accelerator,Seed Funding,100000.0,2015.0,4.0
2015-04-12,CaRPM,Car Maintenance & Management mobile app,Not Specified,Gurgaon,GHV Accelerator,Seed Funding,100000.0,2015.0,4.0
2015-04-12,NDTV Wedding portal,Online Wedding Marketplace,Not Specified,New Delhi,CerraCap,Private Equity,20000000.0,2015.0,4.0
2015-04-12,Splitkart,Splitting Bills Mobile App,Not Specified,New Delhi,"Rajesh Sawhney, Anupam Mittal, Dinesh Agarwal, Gaurav Gupta,",Seed Funding,,2015.0,4.0
2015-07-12,Zenatix,IOT Energy Management Analytics platform,Not Specified,Gurgaon,Blume Ventures,Private Equity,,2015.0,7.0
2015-07-12,Customfurnish,Custom Made furniture e-tailer,Not Specified,Hyderabad,Agnus Capital,Private Equity,4500000.0,2015.0,7.0
2015-07-12,Faasos,QSR Chain,Not Specified,Pune,"ru-Net, Sequoia Capital,\\xc2\\xa0 Lightbox Ventures",Private Equity,30000000.0,2015.0,7.0
2015-07-12,Vlurn,eLearning platform,Not Specified,Mumbai,Vidyadhar Sarfare,Seed Funding,,2015.0,7.0
2015-07-12,Leaf Wearables,Smart Safety Wearable Devices,Not Specified,New Delhi,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",Seed Funding,250000.0,2015.0,7.0
2015-07-12,Coolshare,Cab Sharing service Mobile app,Not Specified,Mumbai,Gopal Aggarwal,Seed Funding,100000.0,2015.0,7.0
2015-08-12,mFicient,Cloud Enterprise Mobility Platform,Not Specified,New Delhi,Undisclosed investors,Seed Funding,,2015.0,8.0
2015-08-12,HeyBiz,Online Shopping Assistant Mobile app,Not Specified,New Delhi,Shopclues,Seed Funding,,2015.0,8.0
2015-08-12,Yumist,Home Cooked Food Order & Delivery platform,Not Specified,Gurgaon,"Unilazer Ventures, Orios Venture Partners, Steven Lurie",Private Equity,2000000.0,2015.0,8.0
2015-09-12,Jigsaw Academy,Online School for Analytics learning,Not Specified,Bangalore,Manipal Global Education Services,Private Equity,3000000.0,2015.0,9.0
2015-09-12,JoeHukum,Chat based personal Assistant App,Not Specified,Gurgaon,"TracxnLabs, Jitendra Gupta, Prashant Tandon",Seed Funding,,2015.0,9.0
2015-09-12,Voxweb,Picture creation & Social mobile app,Not Specified,Mumbai,Undisclosed Investor,Seed Funding,350000.0,2015.0,9.0
2015-09-12,Aye Finance,Nonbanking finance company,Not Specified,New Delhi,"SAIF Partners, Accion",Private Equity,3000000.0,2015.0,9.0
2015-09-12,JumboBasket,eCommerce returns etailer,Not Specified,Chandigarh,Chandigarh Angels Network,Seed Funding,,2015.0,9.0
2015-10-12,BlackBuck,Online Freight Services Aggregator,Not Specified,Bangalore,"Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart",Private Equity,25000000.0,2015.0,10.0
2015-10-12,HomeStudio,Online Branded Furniture etailer,Not Specified,Bangalore,Bren Corporation,Private Equity,5000000.0,2015.0,10.0
2015-10-12,PropheSee,Digital Analytics Platform,Not Specified,New Delhi,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,500000.0,2015.0,10.0
2015-10-12,i2e1,Internet Network Infrastructure Services,Not Specified,New Delhi,GrowX Ventures,Seed Funding,500000.0,2015.0,10.0
2015-10-12,Holisol Logistics,Supply Chain & Logistics Solutions,Not Specified,New Delhi,CLSA Capital Partners ARIA IV Funds,Private Equity,10000000.0,2015.0,10.0
2015-10-12,Stay Simple Resorts,Holiday Resort Chain,Not Specified,Bangalore,"Mr. Sudhir & Ms. Shalini Sethi, Mr. Praveen Someshwar",Seed Funding,,2015.0,10.0
2015-10-12,Paynear,Mobile Point of Sale solutions,Not Specified,Hyderabad,Mitesh Majithia,Private Equity,2500000.0,2015.0,10.0
2015-10-12,Chillr,Peer-to-Peer Money Transfer & Recharge App,Not Specified,Mumbai,"Sequoia Capital, Blume Ventures, Uniqorn Ventures and other",Private Equity,70000000.0,2015.0,10.0
2015-11-12,EureQa,Test Automation SAAS platform,Not Specified,Hyderabad/USA,"Sashi Reddi, Gabriel Investments",Seed Funding,600000.0,2015.0,11.0
2015-11-12,LocalCircles,Citizens Engagement Platform,Not Specified,Noida,Anand Mahindra,Private Equity,,2015.0,11.0
2015-11-12,GetFocus,Indoor Navigation & Analytics Solutions,Not Specified,Mumbai,Undisclosed investors,Seed Funding,,2015.0,11.0
2015-11-12,UrbanClap,Hyperlocal On-Demand Household Services platform,Not Specified,Gurgaon,Ratan Tata,Private Equity,,2015.0,11.0
2015-11-12,OnlineRTI,Online RTI application services,Not Specified,Bangalore,"LetsVenture, Mohandas Pai",Seed Funding,150000.0,2015.0,11.0
2015-11-12,Powerstores,ECommerce Website Creation SAAS platform,Not Specified,Goa,Extreme Venture Partners\\xc2\\xa0 William Bissell,Seed Funding,,2015.0,11.0
2015-11-12,Weddingz.in,Wedding Venues & Vendors Marketplace,Not Specified,Mumbai,"Rajan Anandan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar",Seed Funding,1000000.0,2015.0,11.0
2015-11-12,Intelligent Interfaces,Interface development platform for Government officials,Not Specified,Bangalore,"Sachin Bansal, Binny Bansal",Seed Funding,,2015.0,11.0
2015-02-11,Twigly,Online Food Ordering & Delivery platform,Not Specified,Gurgaon,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",Seed Funding,200000.0,2015.0,2.0
2015-02-11,CityFlo,Bus Aggregation and rental mobile app,Not Specified,Mumbai,IDG Ventures,Seed Funding,750000.0,2015.0,2.0
